Year,Month,gear_type,GEAR_NME,COMMON_NME,Weight(LBS),Weight(kg),Value($)
2015,6,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,407017.78,184622.01,1023432.3
2015,8,troll,"TROLL, SALMON",CHINOOK SALMON,83238.2,37756.65,413966.74
2015,7,troll,"TROLL, FREEZER, SALMON",PINK SALMON,62572.54,28382.73,43960.55
2007,8,troll,"TROLL, FREEZER, SALMON",PINK SALMON,91876.71,41674.97,46380.63
2007,9,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,388.3,176.13,1492.13
2012,10,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,661.98,300.27,1967.3
2008,8,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,193917.25,87960.36,1068328.64
2008,7,troll,"TROLL, SALMON",SOCKEYE SALMON,831.28,377.07,2161.4
2007,10,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,31142.02,14125.91,30513.7
2013,9,troll,"TROLL, FREEZER, SALMON",COHO SALMON,178396.46,80920.15,381827.81
2013,10,troll,"TROLL, SALMON",CHINOOK SALMON,9391.03,4259.77,36644.03
